,ID,C‡DIGO,EQUIPAMENTO,RESOLUÄ«O,CAPACIDADE,FABRICANTE,LOCAL,OPERADOR,CRITêRIO DE ACEITAÄ«O,UNIDADE DO CRITERIO DE ACEITAÄ«O,CERTIFICADO,NOMENCLATURA DO RESULTADO,ERRO,INCERTEZA DE MEDIÄ«O,RESULTADO,UNIDADE DO RESULTADO,DATA DA CALIBRAÄ«O,STATUS,PERIODICIDADE
103,104,MI-33/11,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09997/22,"Mediá∆o Externa 7,700",0.001,0.002,0.003,mm,2022-03-28 00:00:00,OK,6
104,105,MI-33/11,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09997/22,"Mediá∆o Externa 10,300",0.002,0.002,0.004,mm,2022-03-28 00:00:00,OK,6
105,106,MI-33/11,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09997/22,"Mediá∆o Externa 12,900",0.002,0.002,0.004,mm,2022-03-28 00:00:00,OK,6
106,107,MI-33/11,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09997/22,"Mediá∆o Externa 15,000",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
107,108,MI-33/11,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09997/22,"Mediá∆o Externa 17,600",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
108,109,MI-33/11,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09997/22,"Mediá∆o Externa 20,200",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
109,110,MI-33/11,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09997/22,"Mediá∆o Externa 22,800",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
110,111,MI-33/11,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09997/22,"Mediá∆o Externa 25,000",0.001,0.002,0.003,mm,2022-03-28 00:00:00,OK,6
111,112,MI-33/11,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.00128,mm,09997/22,Erro de Planeza da Face Fixa,0.00032,0.0003,0.00062,mm,2022-03-28 00:00:00,OK,6
112,113,MI-33/11,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.00128,mm,09997/22,Erro de Planeza da Face M¢vel,0.00064,0.0003,0.00094,mm,2022-03-28 00:00:00,OK,6
113,114,MI-33/11,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.00128,mm,09997/22,Erro de Paralelismo das Faces,0.00064,0.0003,0.00094,mm,2022-03-28 00:00:00,OK,6
114,115,PRO-060,Projetor de perfil,"0,001mm",0 Ö 50 mm,Mitutoyo,CTM, ,0.005,mm,00067/22,Curso de Mediá∆o - Eixo X,0.0,0.002,0.002,mm,2022-01-19 00:00:00,OK,6
115,116,PRO-060,Projetor de perfil,"0,001mm",0 Ö 50 mm,Mitutoyo,CTM, ,0.005,mm,00067/22,Curso de Mediá∆o - Eixo X,-0.001,0.002,0.001,mm,2022-01-19 00:00:00,OK,6
116,117,PRO-060,Projetor de perfil,"0,001mm",0 Ö 50 mm,Mitutoyo,CTM, ,0.005,mm,00067/22,Curso de Mediá∆o - Eixo X,0.004,0.002,0.006,mm,2022-01-19 00:00:00,NOK,6
117,118,PRO-060,Projetor de perfil,"0,001mm",0 Ö 50 mm,Mitutoyo,CTM, ,0.005,mm,00067/22,Curso de Mediá∆o - Eixo X,0.003,0.002,0.005,mm,2022-01-19 00:00:00,OK,6
118,119,PRO-060,Projetor de perfil,"0,001mm",0 Ö 50 mm,Mitutoyo,CTM, ,0.005,mm,00067/22,Curso de Mediá∆o - Eixo X,0.005,0.002,0.007,mm,2022-01-19 00:00:00,NOK,6
119,120,PRO-060,Projetor de perfil,"0,001mm",0 Ö 50 mm,Mitutoyo,CTM, ,0.005,mm,00067/22,Curso de Mediá∆o - Eixo X,0.01,0.002,0.012,mm,2022-01-19 00:00:00,NOK,6
120,121,PRO-060,Projetor de perfil,"0,001mm",0 Ö 50 mm,Mitutoyo,CTM, ,0.005,mm,00067/22,Curso de Mediá∆o - Eixo X,0.012,0.002,0.014,mm,2022-01-19 00:00:00,NOK,6
121,122,PRO-060,Projetor de perfil,"0,001mm",0 Ö 50 mm,Mitutoyo,CTM, ,0.005,mm,00067/22,Curso de Mediá∆o - Eixo X,0.018,0.002,0.019999999999999997,mm,2022-01-19 00:00:00,NOK,6
122,123,PRO-060,Projetor de perfil,"0,001mm",0 Ö 50 mm,Mitutoyo,CTM, ,0.005,mm,00067/22,Curso de Mediá∆o - Eixo X,0.021,0.002,0.023,mm,2022-01-19 00:00:00,NOK,6
123,124,PRO-060,Projetor de perfil,"0,001mm",0 Ö 50 mm,Mitutoyo,CTM, ,0.005,mm,00067/22,Curso de Mediá∆o - Eixo X,0.031,0.002,0.033,mm,2022-01-19 00:00:00,NOK,6
124,125,PRO-060,Projetor de perfil,"0,001mm",0 Ö 50 mm,Mitutoyo,CTM, ,0.005,mm,00067/22,Curso de Mediá∆o - Eixo X,0.041,0.002,0.043,mm,2022-01-19 00:00:00,NOK,6
125,126,PRO-060,Projetor de perfil,"0,001mm",0 Ö 50 mm,Mitutoyo,CTM, ,0.005,mm,00067/22,Curso de Mediá∆o - Eixo Y,0.0,0.002,0.002,mm,2022-01-19 00:00:00,OK,6
126,127,PRO-060,Projetor de perfil,"0,001mm",0 Ö 50 mm,Mitutoyo,CTM, ,0.005,mm,00067/22,Curso de Mediá∆o - Eixo Y,-0.002,0.002,0.0,mm,2022-01-19 00:00:00,OK,6
127,128,PRO-060,Projetor de perfil,"0,001mm",0 Ö 50 mm,Mitutoyo,CTM, ,0.005,mm,00067/22,Curso de Mediá∆o - Eixo Y,-0.009,0.002,-0.006999999999999999,mm,2022-01-19 00:00:00,OK,6
128,129,PRO-060,Projetor de perfil,"0,001mm",0 Ö 50 mm,Mitutoyo,CTM, ,0.005,mm,00067/22,Curso de Mediá∆o - Eixo Y,-0.019,0.002,-0.017,mm,2022-01-19 00:00:00,OK,6
129,130,PRO-060,Projetor de perfil,"0,001mm",0 Ö 50 mm,Mitutoyo,CTM, ,0.005,mm,00067/22,Curso de Mediá∆o - Eixo Y,-0.026,0.002,-0.024,mm,2022-01-19 00:00:00,OK,6
130,131,PRO-060,Projetor de perfil,"0,001mm",0 Ö 50 mm,Mitutoyo,CTM, ,0.005,mm,00067/22,Curso de Mediá∆o - Eixo Y,-0.036,0.002,-0.033999999999999996,mm,2022-01-19 00:00:00,OK,6
131,132,PRO-060,Projetor de perfil,"0,001mm",0 Ö 50 mm,Mitutoyo,CTM, ,0.005,mm,00067/22,Curso de Mediá∆o - Eixo Y,-0.052,0.002,-0.05,mm,2022-01-19 00:00:00,OK,6
132,133,PRO-060,Projetor de perfil,"0,001mm",0 Ö 50 mm,Mitutoyo,CTM, ,0.5,graus,00067/22,"Erro de indicaá∆o do goniìmetro 0¯ 0' 0""",0.0,41.0,0.001,mm,2022-01-19 00:00:00,OK,6
133,134,PRO-060,Projetor de perfil,"0,001mm",0 Ö 50 mm,Mitutoyo,CTM, ,0.5,graus,00067/22,"Erro de indicaá∆o do goniìmetro 30¯ 1' 0""",0.0,41.0,0.001,mm,2022-01-19 00:00:00,OK,6
134,135,PRO-060,Projetor de perfil,"0,001mm",0 Ö 50 mm,Mitutoyo,CTM, ,0.5,graus,00067/22,"Erro de indicaá∆o do goniìmetro 59¯ 57' 0""",0.0,41.0,0.001,mm,2022-01-19 00:00:00,OK,6
135,136,PRO-060,Projetor de perfil,"0,001mm",0 Ö 50 mm,Mitutoyo,CTM, ,0.5,graus,00067/22,"Erro de indicaá∆o do goniìmetro 90¯ 4' 0""",0.0,41.0,0.001,mm,2022-01-19 00:00:00,OK,6
136,137,PRO-060,Projetor de perfil,"0,001mm",0 Ö 50 mm,Mitutoyo,CTM, ,0.5,graus,00067/22,"Erro de indicaá∆o do goniìmetro 180¯ 2' 0""",0.0,41.0,0.001,mm,2022-01-19 00:00:00,OK,6
137,138,PRO-060,Projetor de perfil,"0,001mm",0 Ö 50 mm,Mitutoyo,CTM, ,0.5,graus,00067/22,"Erro de indicaá∆o do goniìmetro 270¯ 13' 0""",0.0,41.0,0.001,mm,2022-01-19 00:00:00,OK,6
138,139,PRO-060,Projetor de perfil,"0,001mm",0 Ö 50 mm,Mitutoyo,CTM, ,0.5,graus,00067/22,"Erro de indicaá∆o do goniìmetro 360¯ 21' 0""",0.0,41.0,0.001,mm,2022-01-19 00:00:00,OK,6
139,140,PRO-070,Micrìmetro Externo Anal¢gico,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09989/22,"Mediá∆o Externa 0,000",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
140,141,PRO-070,Micrìmetro Externo Anal¢gico,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09989/22,"Mediá∆o Externa 2,500",-0.001,0.002,0.001,mm,2022-03-28 00:00:00,OK,6
141,142,PRO-070,Micrìmetro Externo Anal¢gico,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09989/22,"Mediá∆o Externa 5,100",-0.001,0.002,0.001,mm,2022-03-28 00:00:00,OK,6
142,143,PRO-070,Micrìmetro Externo Anal¢gico,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09989/22,"Mediá∆o Externa 7,700",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
143,144,PRO-070,Micrìmetro Externo Anal¢gico,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09989/22,"Mediá∆o Externa 10,300",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
144,145,PRO-070,Micrìmetro Externo Anal¢gico,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09989/22,"Mediá∆o Externa 12,900",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
145,146,PRO-070,Micrìmetro Externo Anal¢gico,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09989/22,"Mediá∆o Externa 15,000",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
146,147,PRO-070,Micrìmetro Externo Anal¢gico,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09989/22,"Mediá∆o Externa 17,600",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
147,148,PRO-070,Micrìmetro Externo Anal¢gico,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09989/22,"Mediá∆o Externa 20,200",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
148,149,PRO-070,Micrìmetro Externo Anal¢gico,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09989/22,"Mediá∆o Externa 22,800",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
149,150,PRO-070,Micrìmetro Externo Anal¢gico,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09989/22,"Mediá∆o Externa 25,000",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
150,151,PRO-070,Micrìmetro Externo Anal¢gico,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.00128,mm,09989/22,Erro de Planeza da Face Fixa,0.00032,0.0003,0.00062,mm,2022-03-28 00:00:00,OK,6
151,152,PRO-070,Micrìmetro Externo Anal¢gico,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.00128,mm,09989/22,Erro de Planeza da Face M¢vel,0.00064,0.0003,0.00094,mm,2022-03-28 00:00:00,OK,6
152,153,PRO-070,Micrìmetro Externo Anal¢gico,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.00128,mm,09989/22,Erro de Paralelismo das Faces,0.00064,0.0003,0.00094,mm,2022-03-28 00:00:00,OK,6
153,154,PRO-083,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09996/22,"Mediá∆o Externa 0,000",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
154,155,PRO-083,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09996/22,"Mediá∆o Externa 2,500",0.002,0.002,0.004,mm,2022-03-28 00:00:00,OK,6
155,156,PRO-083,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09996/22,"Mediá∆o Externa 5,100",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
156,157,PRO-083,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09996/22,"Mediá∆o Externa 7,700",0.001,0.002,0.003,mm,2022-03-28 00:00:00,OK,6
157,158,PRO-083,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09996/22,"Mediá∆o Externa 10,300",-0.002,0.002,0.0,mm,2022-03-28 00:00:00,OK,6
158,159,PRO-083,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09996/22,"Mediá∆o Externa 12,900",-0.001,0.002,0.001,mm,2022-03-28 00:00:00,OK,6
159,160,PRO-083,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09996/22,"Mediá∆o Externa 15,000",-0.002,0.002,0.0,mm,2022-03-28 00:00:00,OK,6
160,161,PRO-083,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09996/22,"Mediá∆o Externa 17,600",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
161,162,PRO-083,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09996/22,"Mediá∆o Externa 20,200",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
162,163,PRO-083,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09996/22,"Mediá∆o Externa 22,800",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
163,164,PRO-083,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09996/22,"Mediá∆o Externa 25,000",-0.001,0.002,0.001,mm,2022-03-28 00:00:00,OK,6
164,165,PRO-083,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.00128,mm,09996/22,Erro de Planeza da Face Fixa,0.00032,0.0003,0.00062,mm,2022-03-28 00:00:00,OK,6
165,166,PRO-083,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.00128,mm,09996/22,Erro de Planeza da Face M¢vel,0.00032,0.0003,0.00062,mm,2022-03-28 00:00:00,OK,6
166,167,PRO-083,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.00128,mm,09996/22,Erro de Paralelismo das Faces,0.00064,0.0003,0.00094,mm,2022-03-28 00:00:00,OK,6
167,168,MI-01,Micrìmetro Externo Digital,"0,001mm","13 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09981/22,"Mediá∆o Externa 0,000",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
168,169,MI-01,Micrìmetro Externo Digital,"0,001mm","13 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09981/22,"Mediá∆o Externa 2,500",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
169,170,MI-01,Micrìmetro Externo Digital,"0,001mm","13 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09981/22,"Mediá∆o Externa 5,100",-0.001,0.002,0.001,mm,2022-03-28 00:00:00,OK,6
170,171,MI-01,Micrìmetro Externo Digital,"0,001mm","13 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09981/22,"Mediá∆o Externa 7,700",-0.001,0.002,0.001,mm,2022-03-28 00:00:00,OK,6
171,172,MI-01,Micrìmetro Externo Digital,"0,001mm","13 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09981/22,"Mediá∆o Externa 10,300",-0.001,0.002,0.001,mm,2022-03-28 00:00:00,OK,6
172,173,MI-01,Micrìmetro Externo Digital,"0,001mm","13 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09981/22,"Mediá∆o Externa 12,900",-0.002,0.002,0.0,mm,2022-03-28 00:00:00,OK,6
